"ogc_fid(ogc_fid)","occurrence(occurrence)","scientific(scientific)","scientif_1(scientif_1)","vernacular(vernacular)","kingdom(kingdom)","phylum(phylum)","class(class)","order(order)","family(family)","genus(genus)","specificep(specificep)","infraspeci(infraspeci)","country(country)","countrycod(countrycod)","stateprovi(stateprovi)","verbatimlo(verbatimlo)","decimallat(decimallat)","decimallon(decimallon)","georeferen(georeferen)","eventdate(eventdate)","year(year)","month(month)","day(day)","basisofrec(basisofrec)","institutio(institutio)","collection(collection)","catalognum(catalognum)","recordedby(recordedby)","recordnumb(recordnumb)","identified(identified)","dynamicpro(dynamicpro)","associated(associated)","modified_by(modified_by)","last_modification(last_modification)","featureid"
"52","52","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.9","-56.18333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.52"
"53","53","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.71666667","-56.18333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.53"
"54","54","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.7","-56.21666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.54"
"55","55","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.63333333","-56.35","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.55"
"56","56","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.38333333","-56.5","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.56"
"57","57","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.25","-56.68333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.57"
"58","58","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.25","-56.81666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.58"
"59","59","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.28333333","-56.81666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.59"
"60","60","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.28333333","-56.93333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.60"
"61","61","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.26666667","-57.01666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.61"
"62","62","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.16666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.62"
"63","63","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.41666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.63"
"64","64","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.41666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.64"
"65","65","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.78333333","-55.28333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.65"
"66","66","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.6","-55.3","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.66"
"67","67","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.4","-55.3","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.67"
"68","68","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.55","-55.13333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.68"
"69","69","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.58333333","-55.01666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.69"
"70","70","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.58333333","-54.91666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.70"
"71","71","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.55","-54.91666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.71"
"72","72","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.61666667","-54.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.72"
"73","73","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.78333333","-55","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.73"
"74","74","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.8","-55.05","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.74"
"75","75","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.71666667","-54.78333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.75"
"76","76","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.71666667","-54.73333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.76"
"77","77","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.61666667","-54.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.77"
"78","78","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.43333333","-54.83333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.78"
"79","79","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.46666667","-54.96666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.79"
"80","80","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.38333333","-55.05","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.80"
"81","81","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.28333333","-55.26666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.81"
"82","82","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.25","-55.23333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.82"
"83","83","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.35","-55.25","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.83"
"84","84","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.46666667","-55.41666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.84"
"85","85","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.11666667","-56.1","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.85"
"86","86","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.36666667","-55.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.86"
"87","87","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.41666667","-55.96666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.87"
"88","88","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.93333333","-56.06666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.88"
"89","89","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.95","-56.13333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.89"
"90","90","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.91666667","-56.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.90"
"91","91","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.86666667","-56.03333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.91"
"92","92","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.9","-56.18333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.92"
"93","93","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.71666667","-56.18333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.93"
"94","94","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.7","-56.21666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.94"
"95","95","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.63333333","-56.35","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.95"
"96","96","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.38333333","-56.5","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.96"
"97","97","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.25","-56.68333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.97"
"98","98","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.25","-56.81666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.98"
"99","99","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.28333333","-56.81666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.99"
"100","100","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.28333333","-56.93333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.100"
"101","101","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.26666667","-57.01666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.101"
"102","102","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.16666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.102"
"103","103","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.41666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.103"
"104","104","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.41666667","-57.08333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.104"
"105","105","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.78333333","-55.28333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.105"
"106","106","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.6","-55.3","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.106"
"107","107","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.4","-55.3","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.107"
"108","108","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.55","-55.13333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.108"
"109","109","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.58333333","-55.01666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.109"
"110","110","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.58333333","-54.91666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.110"
"111","111","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.55","-54.91666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.111"
"112","112","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.61666667","-54.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.112"
