"ogc_fid(ogc_fid)","occurrence(occurrence)","scientific(scientific)","scientif_1(scientif_1)","vernacular(vernacular)","kingdom(kingdom)","phylum(phylum)","class(class)","order(order)","family(family)","genus(genus)","specificep(specificep)","infraspeci(infraspeci)","country(country)","countrycod(countrycod)","stateprovi(stateprovi)","verbatimlo(verbatimlo)","decimallat(decimallat)","decimallon(decimallon)","georeferen(georeferen)","eventdate(eventdate)","year(year)","month(month)","day(day)","basisofrec(basisofrec)","institutio(institutio)","collection(collection)","catalognum(catalognum)","recordedby(recordedby)","recordnumb(recordnumb)","identified(identified)","dynamicpro(dynamicpro)","associated(associated)","modified_by(modified_by)","last_modification(last_modification)","featureid"
"53","53","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.3538","-56.6796","InvForestal","19/12/2014","2014","Diciembre","19","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.53"
"54","54","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.3704","-56.6587","InvForestal","18/12/2014","2014","Diciembre","18","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.54"
"55","55","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.38863","-56.6586","InvForestal","11/12/2015","2015","Diciembre","11","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.55"
"56","56","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.38797","-56.65639","InvForestal","19/12/2014","2014","Diciembre","19","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.56"
"57","57","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.4149","-56.63932","InvForestal","20/09/2015","2015","Setiembre","20","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.57"
"58","58","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.6543","-56.61907","InvForestal","02/09/2015","2015","Setiembre","2","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.58"
"59","59","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.73989","-56.61998","InvForestal","03/09/2015","2015","Setiembre","3","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.59"
"60","60","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.75664","-56.61891","InvForestal","03/09/2015","2015","Setiembre","3","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.60"
"61","61","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.67091","-56.57932","InvForestal","03/09/2015","2015","Setiembre","3","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.61"
"62","62","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Durazno","NA","-33.20924","-56.55807","InvForestal","02/02/2016","2016","Febrero","2","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.62"
"63","63","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Salto","NA","-31.68827","-56.55739","InvForestal","03/09/2015","2015","Setiembre","3","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.63"
"64","64","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.37084","-56.45707","InvForestal","15/03/2015","2015","Marzo","15","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.64"
"65","65","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.21604","-56.43616","InvForestal","15/03/2015","2015","Marzo","15","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.65"
"66","66","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.33695","-56.43482","InvForestal","15/05/2015","2015","Mayo","15","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.66"
"67","67","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.43924","-56.39594","InvForestal","13/03/2015","2015","Marzo","13","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.67"
"68","68","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","San José","NA","-34.5076","-56.39589","InvForestal","20/03/2015","2015","Marzo","20","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.68"
"69","69","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.37087","-56.37567","InvForestal","13/03/2015","2015","Marzo","13","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.69"
"70","70","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.38638","-56.37822","InvForestal","13/03/2015","2015","Marzo","13","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.70"
"71","71","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.35379","-56.33517","InvForestal","16/03/2015","2015","Marzo","16","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.71"
"72","72","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.37103","-56.27419","InvForestal","16/03/2015","2015","Marzo","16","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.72"
"73","73","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.54056","-56.25541","InvForestal","05/08/2015","2015","Agosto","5","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.73"
"74","74","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.14891","-56.23372","InvForestal","14/12/2015","2015","Diciembre","14","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.74"
"75","75","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.0804","-56.19297","InvForestal","16/12/2015","2015","Diciembre","16","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.75"
"76","76","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-33.92667","-56.15268","InvForestal","12/12/2015","2015","Diciembre","12","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.76"
"77","77","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-34.01213","-56.1528","InvForestal","13/12/2015","2015","Diciembre","13","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.77"
"78","78","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Tacuarembó","NA","-32.14966","-56.13271","InvForestal","11/08/2015","2015","Agosto","11","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.78"
"79","79","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-33.99505","-56.13259","InvForestal","12/12/2015","2015","Diciembre","12","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.79"
"80","80","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Tacuarembó","NA","-32.16421","-56.11281","InvForestal","11/08/2015","2015","Agosto","11","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.80"
"81","81","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Tacuarembó","NA","-32.40602","-55.84822","InvForestal","31/08/2015","2015","Agosto","31","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.81"
"82","82","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.64466","-55.74783","InvForestal","19/11/2014","2014","Noviembre","19","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.82"
"83","83","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Durazno","NA","-33.36282","-55.62633","InvForestal","12/11/2015","2015","Noviembre","12","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.83"
"84","84","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Durazno","NA","-33.32857","-55.58573","InvForestal","29/01/2016","2016","Enero","29","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.84"
"85","85","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Florida","NA","-33.37961","-55.56525","InvForestal","12/11/2015","2015","Noviembre","12","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.85"
"86","86","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Durazno","NA","-32.91874","-55.5435","InvForestal","06/11/2015","2015","Noviembre","6","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.86"
"87","87","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.67866","-55.44382","InvForestal","05/06/2015","2015","Junio","5","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.87"
"88","88","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Canelones","NA","-34.7128","-55.44377","InvForestal","05/06/2015","2015","Junio","5","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.88"
"89","89","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Tacuarembó","NA","-32.30331","-55.40315","InvForestal","16/09/2015","2015","Setiembre","16","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.89"
"90","90","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.76421","-55.34244","InvForestal","10/04/2015","2015","Abril","10","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.90"
"91","91","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.76405","-55.32164","InvForestal","10/04/2015","2015","Abril","10","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.91"
"92","92","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Lavalleja","NA","-34.421","-55.188333","InvForestal","24/06/2009","2009","Junio","24","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.92"
"93","93","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.78174","-54.93707","InvForestal","08/04/2015","2015","Abril","8","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.93"
"94","94","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.79773","-54.93627","InvForestal","08/04/2015","2015","Abril","8","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.94"
"95","95","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Lavalleja","NA","-33.431028","-54.916669","InvForestal","10/11/2011","2011","Noviembre","10","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.95"
"96","96","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Maldonado","NA","-34.78193","-54.89503","InvForestal","08/04/2015","2015","Abril","8","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.96"
"97","97","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Lavalleja","NA","-33.704483","-54.5169","InvForestal","13/11/2009","2009","Noviembre","13","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.97"
"98","98","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Treinta y Tres","NA","-32.81614","-54.37027","InvForestal","01/07/2015","2015","Julio","1","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.98"
"99","99","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Soriano","NA","-33.72143","-58.30058","InvForestal","30/04/2015","2015","Abril","30","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.99"
"100","100","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Cerro Largo","NA","-32.42322","-54.16458","InvForestal","17/07/2015","2015","Julio","17","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.100"
"101","101","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Treinta y Tres","NA","-33.05536","-54.16725","InvForestal","08/07/2015","2015","Julio","8","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.101"
"102","102","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Rocha","NA","-34.28576","-54.08594","InvForestal","27/01/2015","2015","Enero","27","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.102"
"103","103","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Rocha","NA","-34.33672","-54.06585","InvForestal","27/01/2015","2015","Enero","27","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.103"
"104","104","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Rocha","NA","-34.16876","-53.86348","InvForestal","20/01/2015","2015","Enero","20","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.104"
"105","105","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Colonia","NA","-33.90895","-58.28168","InvForestal","30/06/2016","2016","Junio","30","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.105"
"106","106","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Colonia","NA","-33.89228","-58.24048","InvForestal","29/06/2016","2016","Junio","29","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.106"
"107","107","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Colonia","NA","-34.06335","-58.23988","InvForestal","05/07/2016","2016","Julio","5","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.107"
"108","108","Ligustrum lucidum","W.T. Aiton","Ligustro","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","lucidum","NA","Uruguay","Uy","Colonia","NA","-34.02916","-58.21945","InvForestal","02/07/2016","2016","Julio","2","NA","NA","NA","NA","InvForestal","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","ligustrum_lucidum.108"
